state,municipio,SALARIOS,rural_wage_clause,rural_wage_min_reis,rural_wage_max_reis,rural_wage_period,carpinteiro_wage_clause,carpinteiro_wage_min_reis,carpinteiro_wage_max_reis,carpinteiro_wage_period,JUROS,juros_lower_bound,juros_upper_bound,juros_period,TERRAS,land_price_text,land_price_lower_bound_reis,land_price_upper_bound_reis,land_price_unit,land_price_not_per_hectare
AL,Triumpho,"Um trabalhador rural, ganha de 700 réis a 1$200 diários; uma carpinteiro, 2$500 diários; não há administradores nem escrivães; cozinheira, 6$000 mensais; lavadeira, 200 réis por dúzia de peças; de fazenda. Os salários são pagos e os contratos cumpridos.","Um trabalhador rural, ganha de 700 réis a 1$200 diários",700,1200,daily,"uma carpinteiro, 2$500 diários",2500,,daily,"Pagam 18 e 24 *¹/², ao anno.",18,24,annual,"Qualidades - Há terras bôas, regulares e algumas inferiores; muitas argilosas, poucas misturadas. Há muitas planas e poucas montanhosas e pedregosas; há muitas sécas e grande porção de alagadiços, junto ao canal de Bôa Sica, mamas virgens, muito poucas, já devastadas e longe da cidade; muitas capoeiras, alguns cerrados, carrascaes e campos. Preços — Uma tarefa para arroz custa 25$000.",Preços — Uma tarefa para arroz custa 25$000.,25000,25000,tarefa,1
AL,União,"Trabalhador rural, seja colono ou camarada, 700 a 800 réis diarios; administrador de fazenda, 480$000 a 600$000 annuées; escrivães de fazenda não ha; carpinteiro, 2$000 a 3$000 diarios; as lavadeiras cobram por peça; não ha cosinheiros. Os salarios são pagos e os contractos cumpridos.","Trabalhador rural, seja colono ou camarada, 700 a 800 réis diarios",700,800,daily,"carpinteiro, 2$000 a 3$000 diarios",2000,3000,daily,A taxa é de 20 a 25 % ao anno e as vezes mais.,20,25,annual,"Qualidades - No município predominam as bóas e regulares havendo poucas inferiores; algumas são planas, outras montanhoass e seccas, existindo em grande quantidade argilosas e misturadas e em pequena quantidade arenosas, pedregosas e pantanosas. A vegetação é representada por algumas mattas virgens, cerrados, carrascaes e campos. Preços — Um hectare de terra boa custa 200$000, aproximadamente.","Preços — Um hectare de terra boa custa 200$000, aproximadamente.",200000,200000,hectare,0
AL,Viçosa,"Trabalhador rural, seja colono ou camarada, 700 réis diários; administrador de fazenda, 480$000 a 700$000 annaes; escrivães de fazenda não ha; carpinteiro, 1$500 a 3$000 diários, não ha cozinheiras; as lavadeiras ganham por peças. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, seja colono ou camarada, 700 réis diários",700,,daily,"carpinteiro, 1$500 a 3$000 diários, não ha cozinheiras",1500,3000,daily,A taxa é de 18 por cento ao anno.,18,18,annual,"Qualidades - No município predominam as terras bôas e regulares, havendo poucas inferiores; algumas montanhosas, outras planas e frescas; havendo em grande parte terras argillosas e misturadas; arenosas, pedregosas e pantanosas em pequena quantidade. A vegetação é representada por mattas virgens, capoeiras, cerrados, carrascaes e campos. Preços — Um hectare de terra bôa, em condições especiais, custa 300$000, approximadamente. Entretanto há preços bem inferiores.","Preços — Um hectare de terra bôa, em condições especiais, custa 300$000, approximadamente. Entretanto há preços bem inferiores.",300000,300000,hectare,0
AL,Victoria,"Cozinheira, 8$000 mensais; lavadeira, por peça; carpinteiro, 2$500 diários; trabalhador rural, 1$000; não há escrivães nem administradores de fazenda. Os salários são pagos e os contratos cumpridos.","trabalhador rural, 1$000",1000,,,"carpinteiro, 2$500 diários",2500,,daily,"Pagam 24°j ao anno, no mínimo.",24,24,annual,"Qualidades - Predominam as regulares, havendo boas e inferiores; há mais misturadas do que arenosas e argilosas; há plantas montanhosas e pedregosas. A vegetação é representada por muitas capoeiras, cerrados e alguns carrascaes e campos. "" Preços — O hectare de terra boa, custa 40$000, mais ou menos.","Preços — O hectare de terra boa, custa 40$000, mais ou menos.",40000,40000,hectare,0
CE,Acarahú,"Um trabalhador rural ganha diariamente, a sécco, 18000 a 18200; com comida 500 a 600 réis; uma cozinhéira 108000 mensais; as lavadeiras cobram 20 réis por peça; um carpinteiro ganha 28000 a 28500 diários; não há administradores, nem escrivães de fazendas. Os salários são pagos e os contratos cumpridos.","Um trabalhador rural ganha diariamente, a sécco, 18000 a 18200",1000,1200,daily,um carpinteiro ganha 28000 a 28500 diários,2000,2500,daily,Os agricultores não se oneram com juros; os criadores pagam de 1 a 1 ½ % ao mez.,1,1,monthly,"Qualidades - Ha terras bóas nas margens do rio Acarahú, nos baixios e vazantes de rios e riachos. Terras inferiores são encontradas geralmente no littoral; destas algumas ha, que podem ser cultivadas com vantagem, quando ha bons invernos. As terras, em geral planas, são, ora areposas, ora argillosas; poucas são pedregosas e muitas seccas. Não ha mattas, existe grande porção de capoeiras; na maioria dos campos ha bóa vegetação. Preços — Uma braça (10 palmos) de frente por meia legua de fundos custa 105000, mais ou menos.","Preços — Uma braça (10 palmos) de frente por meia legua de fundos custa 105000, mais ou menos.",10000,10000,braca;legua,1
CE,Aquiraz,"Um trabalhador rural ganha 1$000 diários, sem comida; não há administradores nem escrivães de fazenda; um carpinteiro ganha 3$000 diários; um cozinheiro, de 5$000 a 10$000 mensais; as lavadeiras cobram por peças. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 2$000 diários; não há administradores nem escrivães de fazenda; carpinteiro, 5$000 diários; cozinheiro, 10$000 a 20$000 mensões; lavadeiras, lavam por peça, a razão de 20 réis. Os salários são pagos e os contratos cumpridos.","Um trabalhador rural ganha 1$000 diários, sem comida",1000,,daily,um carpinteiro ganha 3$000 diários,3000,,daily,"A taxa é de 18 a 24% ao anno. A taxa é de 1 a 1000000, arceira, pão ferro e pão d'arco, etc.",18,24,annual,"Qualidades - O município tem terras de toda a sorte, bóas, regulares e inferiores. Argilosas, areuosas, misturadas, pedregosas, pantanosas, seccas, etc.; predominando, porém, as terras arenosas e planas. A vegetação é representada por capoeiras, carrascaes e campos. "" Preços — O preço das terras é muito variável. (Vide nota). TRASPORTE — Pagam de transporte, para Fortaleza, capital do Estado, em tropas, 20 réis, por litro de cereal, numa distância de 4 leguas, e para o mercado local 22 réis, para uma distância de cinco leguas. Qualidades - Há boas em Cambé, Beirada, Corregos de Gravata, Jacurutá do Coronel, Retiro, distrito de Areias, etc.; regulares, na zona das catingas arenosas, vizinhas do município de Cascavel; inferiores, as de carnaúbas. Quasi todo o município é plano e secco, tendo partes arenosas, argilosas e misturadas; as terras são pedregosas em pequena quantidade, no Cabreiro. A vegetação é representada por muitas capoeiras e carrascaes, poucos cerrados, e campos nas margens do rio Jaguaribe e Pirangi. Não há mattas virgens. Há vastos carnaubaes nas terras do município representando grande fonte de renda. Preços - Uma braça de frente, por tantas braças de fundo, em sitios de canna custa mais ou menos 50$000; de outras terras, vende-se a braça por 2$000 e 10$000, quando tem carnaúbas e fundos de meia legua.",Preços — O preço das terras é muito variável. (Vide nota).,,,,
CE,Acaraty,"Trabalhador rural, 2$000 diários; não há administradores nem escrivães de fazenda; carpinteiro, 5$000 diários; cozinheiro, 10$000 a 20$000 mensões; lavadeiras, lavam por peça, a razão de 20 réis. Os salários são pagos e os contratos cumpridos.",,2000,,,"carpinteiro, 5$000 diários",5000,,daily,"A taxa é de 1 a 1000000, arceira, pão ferro e pão d'arco, etc.",1,1,monthly,"Qualidades - Há boas em Cambé, Beirada, Corregos de Gravata, Jacurutá do Coronel, Retiro, distrito de Areias, etc.; regulares, na zona das catingas arenosas, vizinhas do município de Cascavel; inferiores, as de carnaúbas. Quasi todo o município é plano e secco, tendo partes arenosas, argilosas e misturadas; as terras são pedregosas em pequena quantidade, no Cabreiro. A vegetação é representada por muitas capoeiras e carrascaes, poucos cerrados, e campos nas margens do rio Jaguaribe e Pirangi. Não há mattas virgens. Há vastos carnaubaes nas terras do município representando grande fonte de renda. Preços - Uma braça de frente, por tantas braças de fundo, em sitios de canna custa mais ou menos 50$000; de outras terras, vende-se a braça por 2$000 e 10$000, quando tem carnaúbas e fundos de meia legua.","Preços - Uma braça de frente, por tantas braças de fundo, em sitios de canna custa mais ou menos 50$000; de outras terras, vende-se a braça por 2$000 e 10$000, quando tem carnaúbas e fundos de meia legua.",2000,50000,braca;legua,1
CE,Aracoyaba,"Um trabalhador rural ganha 1$500 por dia. Não ha administradores nem escrivães de fazenda; um carpinteiro, 4$000 diarios; um cozinheiro, 4$000 mensaes; lavadeira, 200 réis por peça de roupa. Os salarios são pagos e os contractos cumpridos.",Um trabalhador rural ganha 1$500 por dia,1500,,daily,"um carpinteiro, 4$000 diarios",4000,,daily,"1 1/2 a 2 1/2 a/º, ao mez.",1.5,2.5,monthly,"Qualidades - Boas, principalmente nas margens do rio Aracoyaba; regulares, há em grande quantidade, em diversos pontos; inferiores, principalmente nas margens do rio Xoró. Argilosas, principalmente as do Serrote e parte da zona sertaneja; arenosas, em quase toda a zona sertaneja e nas margens dos rios Aracoyaba, Candeia e Xoró; misturadas, há muitas terras; planas, quase todas as terras que ficam à margem direita do rio Xoró e na chapada da lagoa de S. João; montanhosas nos seguintes pontos: Serrote Preto, junto à Pedra Aguda (monolinho de mais de 400 metros de altura, situado à margem direita do riacho da Pedra), Serrote do Tamanco e Serrote do Sereno; pedregosas, em grande parte, nas margens dos rios Aracoyaba e do Xoró; secas, em quase todo o município; não há pantanos; existe uma pequena parte em matas virgens nos lugares Barreiros de Baixo, Pedra Aguda e em terrenos devolutos; há grande parte em capoeiras, existindo poucos cerrados e muitos carrascaes. Não há campos propriamente ditos. Preços — Um hectare de terra boa, regula de 200$000 a 300$000, preço exagerado porque há preços muito inferiores a estes.","Preços — Um hectare de terra boa, regula de 200$000 a 300$000, preço exagerado porque há preços muito inferiores a estes.",200000,300000,hectare,0
CE,Araripe,"Lavadeira 38000 a 48000 mensais; carpinteiro 28500 a 38500 diarios; trabalhador rural 700 réis a 18500 diarios. Não ha cozinheiros, administradores, nem escrivães de fazenda. Os salarios são pagos e os contractos cumpridos.",trabalhador rural 700 réis a 18500 diarios,700,1500,daily,carpinteiro 28500 a 38500 diarios,2500,3500,daily,"Variam de 10 %, 12 % e até 18 % ao anno.",10,12,annual,"Qualidades - No geral bóas, havendo algumas regulares e poucas inferiores. Ha misturadas, argilosas e arenosas. O terreno é montanhoso e secco em geral, existindo, contudo, terras planas e algumas pedregosas e pantanosas. A vegetação é representada por muitas capoeiras, alguns carrascaes e poucos campos e mattas virgens. Não ha cerrados. Preços — Um hectare de terra boa custa 308000 a 508000, mais ou menos.","Preços — Um hectare de terra boa custa 308000 a 508000, mais ou menos.",30000,50000,hectare,0
CE,Arneiroz,"Trabalhador rural, 1$000 diários; cozinheira 6$000 mensais; lavadeira 20 réis por peça de roupa; carpinteiro 2$000 diários; não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 diários",1000,,daily,carpinteiro 2$000 diários,2000,,daily,"2 ""j"" ao mez.",2,2,monthly,"Qualidades - Ha terras bóas na serra da Catharina; regulares, à beira dos rios, riachos e adjacências das lagóas e açudes; inferiores, na maior parte do município; quase todas são argilosas, havendo algumas arenosas. Misturadas, são as da serra da Catharina, as dos baixics e dos ribeirões. Há poucas planas e muitas montanhosas. Existem mattas só nas serras de Dentro, Araripe e Olhos d'Agua. Há muita capoeira e carrascaes; poucos cerrados e campos. Preços — Uma braça de frente, por 1/2 legua de fundo, 1$500.","Preços — Uma braça de frente, por 1/2 legua de fundo, 1$500.",1500,1500,braca;legua,1
CE,Assaré,"O trabalhador rural, 18000 diários; cozinheiro, 48000 mensajes, carpinteiro, 38000 diários, lavadeira, 20 réis por peça. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contractos cumpridos.","O trabalhador rural, 18000 diários",1000,,daily,"cozinheiro, 48000 mensajes, carpinteiro, 38000 diários, lavadeira, 20 réis por peça",3000,4000,daily,A taxa usual é de 2% ao mez.,2,2,monthly,"Qualidades - O zólo é muito montanhoso, secco em boa extensão e em geral, argiloso e pedregoso. Não há pantanos. A maior parte do município é de terras inferiores, excepto as terras da serra do Quinconca, que são tidas como as melhores do Assaré, e as marginais aos rios, açudes e lagóas, que são consideradas como regulares. Os terrenos da serra dos Bastões também não são mãos. As ribeiras dos rios, e em parte, as terras que constituem a chapada das serras do Araçá, Mucunan e da Lagoa, são arenosas; as da serra do Quinconca e as adjacentes às lagóas e açudes, são misturadas. A vegetação é representada em grande parte por capociras, cerrados e carrascaes. Há também alguns campos na ribeira do rio São Miguel. Preços — Um hectare de terra boa custa 2508000, mas há preços bem inferiores a este.","Preços — Um hectare de terra boa custa 2508000, mas há preços bem inferiores a este.",250000,250000,hectare,0
CE,Aurora,"Trabalhador rural $500 a 28000 diários; não há administradores nem escrivães de fazenda; carpinteiro, de 28500 a 38500 diários; cozinheiro, não há; as donas de casa geralmente fazem a cozinha; lavadeira, de 38000 a 88000 meneses. Os salários são pagos e os contratos cumpridos.",Trabalhador rural $500 a 28000 diários,500,2000,daily,"carpinteiro, de 28500 a 38500 diários",2500,3500,daily,A taxa commun é de 2 *1/2 ao mez.,0.5,2,monthly,"qualidades - Em sua maioria bôas; e na maior parte misturadas, planas e seccas existindo em menor número, regulares e inferiores, argilosas e montanhosas e pedregosas. A vegetação é representada por capoeiras e campos. Preço — Um hectare de terra boa custa de 308000 a 508000, mais ou menos.","Preço — Um hectare de terra boa custa de 308000 a 508000, mais ou menos.",30000,50000,hectare,0
CE,Barbálha,"Um trabalhador rural ganha 700 réis diarios, com alimentação e 18200 sem alimentação; não há administradores nem escrivães de fazenda; um carpinteiro ganha 28000 a 38000 diarios; uma cozinheira, 38000 a 108000 mensajes; as lavadeiras cobram 40 réis por peça de roupa lavada, dando sabão. Os salarios são pagos e os contractos cumpridos.","Um trabalhador rural ganha 700 réis diarios, com alimentação e 18200 sem alimentação",700,1200,daily,um carpinteiro ganha 28000 a 38000 diarios,2000,3000,daily,"A taxa é de 1½ a 2% ao mez. MADEIRA de lei — Pão d'arco, aroeira, angico, cumarú, jatobá, etc.",1.5,2,monthly;annual,"Qualidades - Há terras boas, regulares e inferiores; argilosas, arenosas e misturadas; no geral são planas, excepto na serra do Araripe, onde são pedregosas. São seccas nas chapadas; os brejos desaparecem no verão. Não há matas virgens; um terço talvez, da área total é ocupado por capoeiras; são poucos os cerrados; não há carrascaes nem campos. As catingas ocupam talvez uma quinta parte da área total. Preços — Muito variáveis. No lugar denominado Brejão, os proprietários pedem por uma tarefa de 25 X 25 braças de terra superior, 5:0008000 a 6:0008000; em outras regiões mais seccas custam de 1:5008000 a 3:0008000. Estes preços são exagerados e muito excepcionais; os preços correntes são baixos. O que faz aqui o valor dessas terras, tão caras, é a água que não falta, fornecida pelas fontes perennes. Infelizmente as terras nessas condições ocupam áreas reduzidas.","Preços — Muito variáveis. No lugar denominado Brejão, os proprietários pedem por uma tarefa de 25 X 25 braças de terra superior, 5:0008000 a 6:0008000; em outras regiões mais seccas custam de 1:5008000 a 3:0008000. Estes preços são exagerados e muito excepcionais; os preços correntes são baixos. O que faz aqui o valor dessas terras, tão caras, é a água que não falta, fornecida pelas fontes perennes. Infelizmente as terras nessas condições ocupam áreas reduzidas.",1500000,6000000,tarefa;braca,1
