state;municipio;CUSTO_DOS_TECIDOS;JUROS;SALARIOS;TERRAS
CE;Aracoyaba;800 réis o metro, nacionaes ou estrangeiros.;1 1/2 a 2 1/2 a/º, ao mez.;"Um trabalhador rural ganha 1$500 por dia. Não ha administradores nem escrivães de fazenda; um carpinteiro, 4$000 diarios; um cozinheiro, 4$000 mensaes; lavadeira, 200 réis por peça de roupa. Os salarios são pagos e os contractos cumpridos.";"Qualidades - Boas, principalmente nas margens do rio Aracoyaba; regulares, há em grande quantidade, em diversos pontos; inferiores, principalmente nas margens do rio Xoró. Argilosas, principalmente as do Serrote e parte da zona sertaneja; arenosas, em quase toda a zona sertaneja e nas margens dos rios Aracoyaba, Candeia e Xoró; misturadas, há muitas terras; planas, quase todas as terras que ficam à margem direita do rio Xoró e na chapada da lagoa de S. João; montanhosas nos seguintes pontos: Serrote Preto, junto à Pedra Aguda (monolinho de mais de 400 metros de altura, situado à margem direita do riacho da Pedra), Serrote do Tamanco e Serrote do Sereno; pedregosas, em grande parte, nas margens dos rios Aracoyaba e do Xoró; secas, em quase todo o município; não há pantanos; existe uma pequena parte em matas virgens nos lugares Barreiros de Baixo, Pedra Aguda e em terrenos devolutos; há grande parte em capoeiras, existindo poucos cerrados e muitos carrascaes. Não há campos propriamente ditos. Preços — Um hectare de terra boa, regula de 200$000 a 300$000, preço exagerado porque há preços muito inferiores a estes."
CE;Araripe ou Brejo Secco;"Um metro de tecido nacional custa 300 réis a 1$500; estrangeiro de 1$500 a 5$000.";Variam de 10 %, 12 % e até 18 % ao anno.;"Lavadeira 38000 a 48000 mensais; carpinteiro 28500 a 38500 diarios; trabalhador rural 700 réis a 18500 diarios. Não ha cozinheiros, administradores, nem escrivães de fazenda. Os salarios são pagos e os contractos cumpridos.";Qualidades - No geral bóas, havendo algumas regulares e poucas inferiores. Ha misturadas, argilosas e arenosas. O terreno é montanhoso e secco em geral, existindo, contudo, terras planas e algumas pedregosas e pantanosas. A vegetação é representada por muitas capoeiras, alguns carrascaes e poucos campos e mattas virgens. Não ha cerrados. Preços — Um hectare de terra boa custa 308000 a 508000, mais ou menos.
CE;Arneiroz;"Nacionaes, metro 800 réis; estrangeiros 800 réis.";"2 ""j"" ao mez.";"Trabalhador rural, 1$000 diários; cozinheira 6$000 mensais; lavadeira 20 réis por peça de roupa; carpinteiro 2$000 diários; não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Ha terras bóas na serra da Catharina; regulares, à beira dos rios, riachos e adjacências das lagóas e açudes; inferiores, na maior parte do município; quase todas são argilosas, havendo algumas arenosas. Misturadas, são as da serra da Catharina, as dos baixics e dos ribeirões. Há poucas planas e muitas montanhosas. Existem mattas só nas serras de Dentro, Araripe e Olhos d'Agua. Há muita capoeira e carrascaes; poucos cerrados e campos. Preços — Uma braça de frente, por 1/2 legua de fundo, 1$500."
CE;Assaré;800 réis o metro e mais ainda, conforme a qualidade.;A taxa usual é de 2% ao mez.;"O trabalhador rural, 18000 diários; cozinheiro, 48000 mensajes, carpinteiro, 38000 diários, lavadeira, 20 réis por peça. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contractos cumpridos.";"Qualidades - O zólo é muito montanhoso, secco em boa extensão e em geral, argiloso e pedregoso. Não há pantanos. A maior parte do município é de terras inferiores, excepto as terras da serra do Quinconca, que são tidas como as melhores do Assaré, e as marginais aos rios, açudes e lagóas, que são consideradas como regulares. Os terrenos da serra dos Bastões também não são mãos. As ribeiras dos rios, e em parte, as terras que constituem a chapada das serras do Araçá, Mucunan e da Lagoa, são arenosas; as da serra do Quinconca e as adjacentes às lagóas e açudes, são misturadas. A vegetação é representada em grande parte por capociras, cerrados e carrascaes. Há também alguns campos na ribeira do rio São Miguel. Preços — Um hectare de terra boa custa 2508000, mas há preços bem inferiores a este."
CE;Aurora;Nacionaes, de 300 réis a 1$200 o metro.;A taxa commun é de 2 *1/2 ao mez.;"Trabalhador rural $500 a 28000 diários; não há administradores nem escrivães de fazenda; carpinteiro, de 28500 a 38500 diários; cozinheiro, não há; as donas de casa geralmente fazem a cozinha; lavadeira, de 38000 a 88000 meneses. Os salários são pagos e os contratos cumpridos.";"qualidades - Em sua maioria bôas; e na maior parte misturadas, planas e seccas existindo em menor número, regulares e inferiores, argilosas e montanhosas e pedregosas. A vegetação é representada por capoeiras e campos. Preço — Um hectare de terra boa custa de 308000 a 508000, mais ou menos."
CE;Barbálha;"O metro de tecido nacional comum custa de 400 a 680 réis; estrangeiro, de 430 a 920 réis.";A taxa é de 1½ a 2% ao mez. MADEIRA de lei — Pão d'arco, aroeira, angico, cumarú, jatobá, etc.;"Um trabalhador rural ganha 700 réis diarios, com alimentação e 18200 sem alimentação; não há administradores nem escrivães de fazenda; um carpinteiro ganha 28000 a 38000 diarios; uma cozinheira, 38000 a 108000 mensajes; as lavadeiras cobram 40 réis por peça de roupa lavada, dando sabão. Os salarios são pagos e os contractos cumpridos.";"Qualidades - Há terras boas, regulares e inferiores; argilosas, arenosas e misturadas; no geral são planas, excepto na serra do Araripe, onde são pedregosas. São seccas nas chapadas; os brejos desaparecem no verão. Não há matas virgens; um terço talvez, da área total é ocupado por capoeiras; são poucos os cerrados; não há carrascaes nem campos. As catingas ocupam talvez uma quinta parte da área total. Preços — Muito variáveis. No lugar denominado Brejão, os proprietários pedem por uma tarefa de 25 X 25 braças de terra superior, 5:0008000 a 6:0008000; em outras regiões mais seccas custam de 1:5008000 a 3:0008000. Estes preços são exagerados e muito excepcionais; os preços correntes são baixos. O que faz aqui o valor dessas terras, tão caras, é a água que não falta, fornecida pelas fontes perennes. Infelizmente as terras nessas condições ocupam áreas reduzidas."
CE;Baturité;"O metro de tecidos nacionais custa de 400 réis a 1$200; estrangeiros, 600 réis a 3$000.";24 por cento ao anno.;;"Qualidades - Os terrenos são, em geral, constituídos de uma camada aravel, de natureza argillo-silicosa e de sub-sólo argilloso. O município divide-se em duas zonas perfeitamente caracterizadas: a zona do sertão ou pastoril, formada por terrenos planos e ondulados, cobertos pelas catingas; e a zona serrana ou agrícola, constituída pelos terrenos accidentados da serra de Baturité, que são revestidos de mattas ralas e capoeiras. Actualmente a vegetação dos mattos que formam as catingas, está em estado latente, completamente despida de verdura, as árvores parecendo, à primeira vista, completamente secas mas brotando rapidamente e cobrindo-se de verdura. Entre as catingas apparentemente secas, da zona sertaneja, encontram-se muitas árvores isoladas, que desde muitos anos resistem perfeitamente às secas, que assolam esta região, ostentando sempre com grande exuberância vasta copa de folhagem verde intenso. "" Preços — Custa um hectare de terra bôa, approximadamente, 30$000; plantada de maniçoba, café, canna e outras culturas, os preços variam de 100$000 a 200$000."
CE;Beberibe;"Nacionaes, de 400 réis a 1$000 o metro; estrangeiro, de 1$400 a 2$000.";A taxa é de 24% ao anno.;"Trabalhador rural, 18000 diarios, sem alimentação; não ha administradores nem escrivães de fazenda; carpinteiro, 38000 diarios; lavadeira, 48000 mensaes; cozinheira, 58000 mensaes. Os salarios são pagos e os contractos cumpridos.";"Qualidades - No municipio predominam as terras inferiores, havendo, no entanto, algumas bóas; são na maior parte arenosas, planas e seccas, encontrando-se raros trechos pedregosos e pantanosos. A vegetação predominante, sobretudo nos taboleiros, é a de carrascaes, existindo também muitas capoeiras. (Vide nota). "" Preços — Uma braça de terra, na margem do rio, na direcção da corrente, comprehendendo uma faixa de terreno, cuja extensão, varia com a largura da vargem, custa de 108000 a 408000, approximadamente."
CE;Benjamin Constant;O preço do metro de tecido varia de 700 a 900 réis.;2 *|* ao mez.;"Cozinheiro, 10$000 mensões; carpinteiro, 4$000 por dia; trabalhador rural, 1$200; lavadeira, 20 réis por peça de roupa lavada. Não há escrivães nem administradores de fazenda. Os salarios são pagos e os contractos cumpridos.";"Qualidades - As melhores terras do município são as que constituem os valles formados pelos riachos do Mosquito e João Alves; as regulares, as que ficam nas proximidades dos riachos Santa Barbara, Bom Jesus, S. Jeronymo, Fazenda Nova, Olho d'Agua e rio Banabuiú; e as inferiores, quase todas as restantes. O sólo é muito montanhoso, quase todo pedregoso e argiloso e secco em toda a sua extensão. A vegetação é representada por algumas mattas virgens, grande número de capoeiras, alguns cerrados, carrascaes e campos. Preços — Um terreno tendo uma braça de frente por meia legua de fundos custa 1$500, mais ou menos."
CE;Bôa Viagem;800 réis o metro, mais ou menos, dos tecidos mais comuns.;"Taxa de 1½ "" - ao mez.";"Carpinteiro, 48000 por dia; trabalhador rural, 18200; lavadeira, 20 réis por peça; não ha administradores nem escrivães de fazenda. Os salarios são pagos e os contractos cumpridos.";"Qualidades - O solo, em geral, é montanhoso, muito argiloso e um tanto pedregoso, em quase toda a sua extensão. As terras das serras Olinda e Calogy são muito bóas; as das margens dos rios Bôa Viagem, Ramadinha e Conceição, e dos riachos Capitão Mór, Santos Cosme, e Damião são regulares. Ha bastante terras inferiores. As terras misturadas são em grande número, pois, abrangem quase todos os terrenos bons e regulares do município; as arenosas são encontradas quase, somente, em alguns terrenos das ribeiras e dos logares agrestes. A vegetação é representada, em grande parte, por capoeiras, muitos carrascaes e alguns cerrados; ha também muitos campos nos logares: Pombos, Salgado e Olho d'Agua, e algumas mattas, nas serras de Calogy e Olinda. "" Preços — Um terreno, tendo uma braça de frente, por meia legua de fundo, custa mais ou menos, 38000."
CE;Brejo dos Santos;"O metro de tecidos nacionaes communs custa de 500 a 700 réis; estrangeiros, de 700 réis a 1$000.";A taxa é de 2% ao mez.;"Um trabalhador rural ganha 800 réis a 1$200 diários; não há administradores nem escrivães de fazendas; um vaqueiro ganha 20 ª das crias; um carpinteiro, 3$000 diários; uma lavadeira, 2$000 mensais; não há cozinheiros, sendo a cozinha feita pelas donas de casa. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras do município podem ser, mais ou menos assim divididas: bôas, poucas; regulares, a maior parte e inferiores, também poucas; argilosas, a maior parte; arenosas, mais que as misturadas. Mais planas que montanhosas. A vegetação é representada por poucas matas virgens, muitas capoeiras, alguns cerrados, carrascaes e campos. Preços — Uma braça de terra boa com uma legua de fundo, 100$000 a 200$000, approximadamente."
CE;Cachoeira;"O metro de tecidos nacionaes, communs, custa 400 réis; dos estrangeiros, são muito variaveis os preços.";A taxa é de 1 ½ a 2 *1/2 ao mês.;"Trabalhador rural, 1$500 diarios; cozinheiro, 5$000 a 7$000 mensas; lavadeiras cobram 20 réis por peça; capinteiro, 2$000 a 3$000 diarios; não ha administradores nem escrivães de fazenda. Os salarios são pagos e os contractos cumpridos.";"Qualidades - As terras do município são no geral inferiores, exceptuando-se apenas as pequenas porções que margeam os riachos e as que constituem os valles. Ha grandes taboleirós seccos, aridos e imprestaveis para a agricultura. Ha uma cadeia de outeiros e collinas sem grande elevação de cerca de dez leguas. As terras geralmente são planas, principalmente nas partes leste e sul. No geral o sólo é pedregoso. Não ha mattas virgens. As capoiras ficam nos terrenos mais ferteis. Os cerrados occupam as bases das collinas e outeiros. São poucos os carrascaes. Quasi toda a área é ocupada por campos. Preços — Os terrenos seccos custam, uma braça de frente por meia legua de fundo, de 2$000 a 3$000; os terrenos de açudes e varzeas são muito caros."
CE;Camocim;"Algodãosinho nacional custa 300 a 500 réis o metro; chitas nacionaes, de 500 a 700 réis; chitas estrangeiras, de 300 a 900 réis; brins de linho, de 5$000 a 5$500; brins pardos, de linho, 2$000 a 2$500; brim branco de algodão, 1$000, etc.";Os agricultores não fazem empréstimos.;"O trabalhador rural, seja colono ou camarada ganha 1$500 diarios, a sécco, ou 800 réis livres com alimentação. O colono aqui é nacional. Uma cozinheira ganha 8$000 a 10$000 mensais; as lavadeiras cobram por peça 40 réis; um carpinteiro ganha 3$000 a 4$000 diarios, a sécco; administradores e escrivães de fazenda não há. Os salarios são geralmente pagos e os contractos cumpridos.";"Qualidades - São boas nos baixios dos rios e lagões, nas vasantes e nas margens dos ribeirões e riachos. As terras regulares, que são em grande quantidade, dão colheitas bem regulares. Também existem muitas terras inferiores. O terreno é ora argilloso ora arencar. Na quase totalidade os terrenos são planos, secos e pedregosos. Não há mattas e são poucas as capoeiras. Os cerrados occupam grande área; existem carrascaes e campos. Preços — Uma braça de frente, por meia legua de fundo, custa 1$000 a 2$000 mais ou menos."
CE;Campo Grande;"Nacional commun, 1$000 o metro; estrangeiro, 1$500.";A taxa é de um e meio por cento ao mez.;"Trabalhador rural ganha 1$000 por dia; não há administradores nem escrivães de fazenda; capinteiro, 3$000 diários; cozinheiro, não há; lavadeira é paga por peça a razão de 10 réis cada uma. Os salários são pagos e os contratos cumpridos.";"Qualidades - Há terras boas na serra, regulares no sertão em grande parte, e poucas inferiores. São argilhas nas serras; arenosas no sertão e nos carrascaes. Misturadas há em grande parte. Quasi todo o município é montanhoso e muito pedregoso. A vegetação é representada por mattas virgens, muitas capoeiras, poucos cerrados, muitos carrascaes e muitos campos no sertão. Preços - Um hectare de terra custa, mais ou menos, na serra, 200$000 e no sertão, 100$000."
