municipality,start_date,station,railway,branch
,10.07.1875,"BARUERIMunicípiosdeParnahyba(1875-1944);SantanadeParnaíba(1944-1949);Barueri,SP(1949-)",E.F.Sorocabana(1875-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1994)CPTM(1994-),"Linha-troncokm 26,950 (1931)"
"Piratininga,SP",25.01.1905,BATALHA,Cia.PaulistadeEstradasdeFerro(1905-1966),"Ramal de Agudos original km 113,547"
"Batatais,SP",03.10.1886 (?),BATATAIS,Cia.MogianadeEstradasdeFerro(1886-1971)FEPASA(1971-c.1988),"Linha do Rio Grandekm 359,945             (1938)"
"Piracaia,SP",n/d,BATATUBA,E.F.Bragantina(n/d-1967),"Ramal de Piracaiakm 51,590 (1960)"
"Óleo,SP",03.04.1908,BATISTABOTELHO,E.F.Sorocabana(1908-1971)FEPASA(1971-1998),"Linha-troncokm 451,483 (1924);             km 438,785 (1934); km 394,248 (1960) (*)"
"RioClaro,SP",01.06.1916,BATOVI,Cia.PaulistadeEstradasdeFerro(1916-1971)FEPASA(1971-1980),"Linha-troncokm 143,135 (1958)"
"RioClaro,SP",1976,BATOVI-NOVA(POSTODOKM139),FEPASA(1980-1998),"variante Santa Gertrudes-Itirapina            km 138,944 (1988)"
"Bauru,SP",01.09.1906,BAURU,E.F.NoroestedoBrasil(1906-1975)RFFSA(1975-1996),Linha-tronco- km 0
"Bauru,SP(vejaacidade)",08.08.1910,BAURUPAULISTA,Cia.PaulistadeEstradasdeFerro(1910-1971)FEPASA(1971-1998),"Ramal de Baurukm 37,976Linha-tronco oestekm 339,797"
"Bauru,SP",22.04.1905,BAURU-EFS,Cia.UniãoSorocabanaeYtuana(1905-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Ramal de Bauru- km 424,530 (1934)"
"PoçosdeCaldas,MG",15.11.1943,BAUXITA,Cia.MogianadeEstradasdeFerro(1943-1971)FEPASA(1971-1998),"Ramal de Caldaskm 190,242 (1960)"
"Bebedouro,SP",29.12.1902,BEBEDOURO,Cia.PaulistadeEstradasdeFerro(1902-1971)FEPASA(1971-1998),"Linha-troncokm 397,983 (1958)"
"Iperó,SP",1928,BELAVISTA,E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),Ramal de Itararékm
"Indaiatuba,SP",n/d,BELAVISTA,E.F.Sorocabana(n/d-1971)FEPASA(1971-c.1991),Ramal de Piracicabakm
"Piquete,SP",n/d,BELAVISTA(antigaITABAQUARA),E.F.Lorena-Benfica(1906-1921)E.F.CentraldoBrasil(1921-1975)RFFSA(1975-1978),"Ramal de Piquetekm 296,431"
"Itanhaém,SP",n/d,BELASARTES(PARADA),E.F.Sorocabana(?-1971)FEPASA(1971-1998),Ramal de Juquiá km
"Botucatu,SP",22.04.1952,BELVEDERE,E.F.Sorocabana(1952-1971)FEPASA(1971-1998),"Variante Juquiratiba-Botucatu- km 263,700             (1960)"
"BentodeAbreu,SP",01.08.1930,BENTODEABREU(antigaDIABASEeALTOPIMENTA),E.F.NoroestedoBrasil(1930-1975)RFFSA(1975-1996),"Variante de Jupiákm 52,500             (1937)Linha-troncokm 333,500 (1949)"
"SantaRitadoPassaQuatro,SP",01.08.1913,BENTOCARVALHO(antigaMOEMA),Cia.PaulistadeEstradasdeFerro(1913-1960),"Ramal de Santa Ritakm 36,568"
"Anhembi,SP",22.04.1952,BENTOFERRAZ-NOVA,E.F.Sorocabana(1952-1971)FEPASA(1971-1998),"Variante Juquiratiba-Botucatukm 236,800             (1960)"
"Anhembi,SP",1931,BENTOFERRAZ,E.F.Sorocabana(1931-1952),"Linha-tronco original km 252,500 (1934)"
"Guarujá,SP",n/d,BENTOPEDRO,Cia.BalneáriadaIlhadeSantoAmaro(n/d-1901)Cia.Guarujá(1901-1927)S.P.Guarujá/Repart.SaneamentodeSantos(1927-1956),"""Tramway do Guarujá""            km"
"SãoSimão,SP",01.11.1902,BENTOQUIRINO,Cia.MogianadeEstradasdeFerro(1902-1971),"Linha-tronco originalkm 259,082"
"BernardinodeCampos,SP",06.04.1908,BERNARDINODECAMPOS,E.F.Sorocabana(1908-1971)FEPASA(1971-1998),"Linha-troncokm 463,080 (1924);             km 450,675 (1934); km 402,742 (1960) (*)"
"SãoPaulo,SP",14.06.2000,BERRINI,CPTM(2000-),"Ramal de Jurubatubakm 11,144"
"Cravinhos,SP",01.04.1913,BETA,Cia.MogianadeEstradasdeFerro(1913-1964),"Tronco originalkm 273,004 (1937)"
"Paulínia,SP",1924,BETEL(antigaCAPÃOFRESCO),E.F.Sorocabana(1924-1960),"Ramal de Pádua Salles- km 15,000"
"Serrana,SP",1957,BIAGÍPOLIS,E.F.SãoPaulo-Minas(1957-1971)FEPASA(1971-1998),"Ramal de Ribeirão Pretokm 45,587             (1960); km 31,077 (de Ribeirão Preto) (1960)"
"Cravinhos,SP",01.06.1910,BIFURCAÇÃO,Cia.MogianadeEstradasdeFerro(1910-1956),"Ramal de Cravinhoskm 6,373"
"Miracatu,SP",03.05.1920,BIGUÁ,SouthernSãoPauloRailway(1920-1927)E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiákm 238,655             (1986)"
"Birigui,SP",13.12.1912,BIRIGUI,E.F.NoroestedoBrasil(1912-1975)RFFSA(1975-1996),"Linha-troncokm 247,129 (1960)"
"BoaEsperançadoSul,SP",09.05.1903,BOAESPERANÇADOSUL,C.E.F.doDourado(1903-1949)Cia.PaulistadeEstradasdeFerro(1949-1969),"Tronco CEFD- km 41,744 (1929)"
"Restinga,SP",1887,BOASORTE(antigaSAPUCAHY-MIRIM),Cia.MogianadeEstradasdeFerro(1887-1971)FEPASA(1971-c.1988),"Linha do Rio Grande- km 389,161"
"Campinas,SP",21.12.1875,BOAVISTA,Cia.PaulistadeEstradasdeFerro(1875-1971)FEPASA(1971-1998),"Linha-troncokm 53,009 (1958)"
"SãoSebastiãodaGrama,SP?",n/d,BOAVISTA,E.F.VillaCostina(anos1890?-anos1920),E. F. de Villa Costinakm 17
"Campinas,SP",27.08.1975,BOAVISTA-NOVA,FEPASA(1975-1998),Variante Boa Vista-Guedeskm 259.722 (1994)
"Bocaina,SP",02.06.1910,BOCAINA,C.E.F.doDourado(1910-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Ramal de Bariri- km 50,748 (1929)"
"Boituva,SP",16.07.1882,BOITUVA,E.F.Sorocabana(1882-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 167,663 (1924); km 148,732 (1931); km 148,055 (1960) (*)"
"Agudos,SP",14.01.1899,BOMJARDIM,Cia.UniãoSorocabanaeYtuana(1903-1905)E.F.Sorocabana(1905-1942),"Ramal de Baurukm 396,108 (1924); km             384,153 (1934) (*)"
"Jacareí,SP(vejaobairro)",05.08.1894,BOMJESUS,E.F.CentraldoBrasil(1894-1975)RFFSA(1975-1996),"Ramal de São Paulokm             416,120"
"RibeirãoPreto,SP",28.07.1892,"BONFIMPAULISTA(antigaVIADUCTO,VILLABONFIMeGATURAMO)",Cia.MogianadeEstradasdeFerro(1892-1964),"Linha-tronco originalkm 300,466"
"RibeirãoPreto,SP",28.07.1892,"BONFIMPAULISTA(antigaVIADUCTO,VILLABONFIMeGATURAMO)",Cia.MogianadeEstradasdeFerro(1892-1964),"Linha-tronco originalkm 300,466"
"Penápolis,SP",01.11.1930,BONITO,E.F.NoroestedoBrasil(1930-1969),"Linha-troncokm 228,000 (1949)"
"Borborema,SP",1938,BORBOREMA,C.E.F.doDourado(1938-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Douradokm 155,2"
"Borebi,SP",1917,BOREBI,E.F.Sorocabana(1917-1962),"Ramal de Borebikm 396,250 (1934)"
"Bebedouro,SP",03.1911,BOTAFOGO,Cia.E.F.SãoPaulo-Goiaz(1911-1916)Cia.FerroviáriaSãoPaulo-Goiaz(1916-1950)Cia.PaulistadeEstradasdeFerro(1950-1969),"Ramal de Nova Granada14,679"
"Botucatu,SP",20.04.1889,BOTUCATU,E.F.Sorocabana(1889-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 307,273 (1924);             km 295,430 (1931); km 268,480 (1960) (*)"
"CampoLimpoPaulista,SP",17.09.1908,BOTUJURU,SãoPauloRailway(1908-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-),"Linha-troncokm 123,467 (1960)"
"Itu,SP",30.07.1946,BOTUXIM,E.F.Sorocabana(1946-1971)FEPASA(1971-1987),"Ramal de Campinaskm 98,572 (1960)"
"BragançaPaulista,SP",01.01.1913,BRAGANÇA,E.F.Bragantina(1913-1967),"Linha-tronco- km 54,416"
"BragançaPaulista,SP",01.01.1913,BRAGANÇA,E.F.Bragantina(1913-1967),"Linha-tronco- km 54,416"
"Piratininga,SP",30.05.1926,BRASÍLIA,Cia.PaulistadeEstradasdeFerro(1926-1971)FEPASA(1971-1976),"tronco oestekm 369,520 (1957)"
"SãoPaulo,SP",16.02.1867,BRAZ,SãoPauloRailway(1867-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-),"Linha-troncokm 76,332 (1935)"
"MogidasCruzes,SP",16.09.1929,BRAZCUBAS,E.F.CentraldoBrasil(1929-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-),"Ramal de São Paulo- km             453,636"
"SantaCruzdasPalmeiras,SP",01.12.1932,BREJÃO,Cia.MogianadeEstradasdeFerro(1932-1959),"Linha-tronco originalkm 194,297 (1938)"
"ÁlvaresMachado,SP",26.02.1919,ALVARESMACHADO,E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-tronco originalkm 812,710             (1924); km 799,722 (1931) (*); km 751,789 (1960) (**)"
"CasaBranca,SP",07.03.1911,BRIARÉU,Cia.MogianadeEstradasdeFerro(1911-1951),"Linha-tronco original- km 174,252"
"Sorocaba,SP",1899,BRIGADEIROTOBIAS(antigaPASSA-TRÊS),Cia.UniãoSorocabanaeYtuana(1899-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 93,458 (1931)"
"SãoRoque,SP",01.05.1927,BRITADOR,E.F.Sorocabana(1927-1951),"Linha-troncokm 65,147 (1934)"
"Brodowski,SP",06.12.1892,BRODOWSKY(antigaENG.BRODOWSKY),Cia.MogianadeEstradasdeFerro(1892-1971)FEPASA(1971-c.1988),"Linha do Rio Grandekm 345,206"
"SãoPaulo,SP",1961,BROOKLYN(PARADA),E.F.Sorocabana(1961-1971)FEPASA(1971-1976),Ramal de Jurubatuba km
"Brotas,SP(vejaacidade)",01.08.1929,BROTAS,Cia.PaulistadeEstradasdeFerro(1929-1971)FEPASA(1971-1998),"Ramal de Jaúkm 33,208Linha-tronco oestekm 207,578"
"Brotas,SP(vejaacidade)",17.02.1892,BROTAS-VELHA,RioClaroRailway(1892)Cia.PaulistadeEstradasdeFerro(1892-1929),Ramal de Jaúkm
"Brotas,SP(vejaacidade)",01.08.1885,BROTAS(ORIGINAL),Cia.Rio-clarense(1885-1888)RioClaroRailway(1888-1892),Ramal de Jaúkm
"Amparo,SP",11.09.1890,BRUMADO,Cia.MogianadeEstradasdeFerro(1890-1956),"Ramal de Serra Negrakm 24,642"
"Araraquara,SP",01.10.1898,BUENODEANDRADA(antigaITAQUERÊ),E.F.Araraquara(1898-1971)FEPASA(1971-1998),"Linha-troncokm 25,451 (1938)"
"Cravinhos,SP",12.12.1897,BUENÓPOLIS,Cia.MogianadeEstradasdeFerro(1897-1964),"Linha-tronco original- km 291,082"
"Buri,SP",04.05.1908,BURI,E.F.Sorocabana(1908-1971)FEPASA(1971-1998),"Ramal de Itararékm 291,254             (1934)"
"Descalvado,SP",15.12.1920,BUTIÁ,Cia.PaulistadeEstradasdeFerro(1920-1971)FEPASA(1971-1997),"Ramal de Descalvadokm 216,220"
"Descalvado,SP",15.12.1920,BUTIÁ,Cia.PaulistadeEstradasdeFerro(1920-1971)FEPASA(1971-1997),"Ramal de Descalvadokm 216,220"
,09.02.1924,"CABRÁLIAMunicípiosdePiratininga(1924-1948);CabráliaPaulista(1948-),SP",Cia.PaulistadeEstradasdeFerro(1925-1971)FEPASA(1971-1976),"Linha-tronco oestekm 381,021"
"Campinas,SP",21.09.1894,CABRAS,"RamalFérreoCampineiro(1893-1912)Cia.CampineiradeTração,LuzeForça(1912-1950)Cia.PaulistadeForçaeLuz(1950-1952)E.F.Sorocabana(1952-1960)","Linha-troncokm 30,466 (1921); km 31 (1938)"
"Caçapava,SP",01.10.1876,CAÇAPAVA,E.F.doNorte(1876-1890)E.F.CentraldoBrasil(1890-1975)RFFSA(1975-1996),"Ramal de São Paulokm             365,725 (1928)"
"CachoeiraPaulista,SP",20.07.1875,CACHOEIRAPAULISTA(antigaCACHOEIRAeVALPARAÍBA),E.F.DomPedroII(1875-1889)E.F.CentraldoBrasil(1889-1975)RFFSA(1975-1996),"Ramal de São Paulokm             265,492"
"RioClaro,SP",31.12.1896,CACHOEIRINHA,Cia.PaulistadeEstradasdeFerro(1896-1966),Tronco métricokm
"CamposdoJordão,SP",1916,CACIQUE,E.F.CamposdoJordão(1916-2005),Linha-tronco km 37 (2005)
"Atibaia,SP",01.02.1914,CAETETUBA,E.F.Bragantina(1914-1967),"Linha-troncokm 29,430 (1960)"
"Bauru,SP(1908-14)MunicípiodePirajuí,SP(1914-26)MunicípiodeCafelândia,SP(1926-)",16.02.1908,CAFELÂNDIA-VELHA(antigaPENNA),E.F.NoroestedoBrasil(1908-1970),"Linha-troncokm 109,763 (1960)"
"Cafelândia,SP",1970,CAFELÂNDIA-NOVA,E.F.NoroestedoBrasil(1970-1975)RFFSA(1975-1996),Linha-tronco (variante)km
,01.07.1883,"CAIEIRASMunicípiosdeGuarulhos(1883-1889);Juqueri(atualMairiporã)(1889-1934);FrancodaRocha(1934-1963);Caieiras(1963-),SP",SãoPauloRailway(1883-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1994)CPTM(1994-),"Linha-troncokm 106,000 (1935)"
"Caiuá,SP",01.05.1922,CAIUÁ,E.F.Sorocabana(1922-1971)FEPASA(1971-1998),"Linha-tronco originalkm 888,310 (1924);             km 875,322 (1931) (*); km 827,389 (1960) (**)"
"SantaBárbaradoOeste,SP",29.07.1922,CAIUBI,Cia.PaulistadeEstradasdeFerro(1922-1971)FEPASA(1971-1998),"Ramal de Piracicabakm 99,615"
"SãoCarlos,SP",1902,CAIUBI,Cia.PaulistadeEstradasdeFerro(1902-1916),Linha-tronco métricakm ?
"Itariri,SP",30.07.1937,CAIXAD'ÁGUA(PARADA),E.F.Sorocabana(1937-1971)FEPASA(1971-1998),"Ramal de Juquiá km 187,469 (1986)"
"Cajamar,SP",1925,CAJAMAR(antigaÁGUAFRIA),E.F.Perus-Pirapora(1925-1983),E. F. Perus-Pirapora km
"Cajati,SP",1987,CAJATI,Fepasa(1981-1998),Ramal de Juquiá km 325
"Cajuru,SP",08.12.1912,CAJURU,Cia.MogianadeEstradasdeFerro(1912-1966),"Ramal de Cajurukm 59,104 (1937)"
"Poá,SP",07.02.1926,CALMONVIANNA,E.F.CentraldoBrasil(1926-1975)RFFSA(1975-1994)CPTM(1994-),"Ramal de São Paulokm             465,240"
"RioClaro,SP",10.09.1918,CAMAQUÃ,Cia.PaulistadeEstradasdeFerro(1917-1971)FEPASA(1971-1980),"Linha-troncokm 148,780 (1958)"
"RioClaro,SP",1980,CAMAQUÃ-NOVA,FEPASA(1980-1998),"variante Santa Gertrudes-Itirapinakm             144,528 (1988)"
"Ibitinga,SP",01.05.1936,CAMBARATIBA(antigaCYRORESENDE),C.E.F.doDourado(1936-1949)Cia.PaulistadeEstradasdeFerro(1949-1966),"Tronco da E.F.Douradokm 130,9Ramal de Ribeirão Bonitokm 170,931"
"Itanhaém,SP",01.08.1929,CAMBORIÚ,E.F.Sorocabana(1929-1971)FEPASA(1971-1998),"Ramal de Juquiá- km 155,277 (1986)"
"Matão,SP",12.08.1911,CAMBUÍ,E.F.Araraquara(1911-1916)NorthernRailwayCo.(1916-1919)E.F.Araraquara(1919-1965),"Ramal de Tabatingakm 20,234"
"Campinas,SP",n/d,CAMBUÍ,"RamalFérreoCampineiro(n/d-1912)Cia.CampineiradeTração,LuzeForça(1912-1950)Cia.PaulistadeForçaeLuz(1950-1952)E.F.Sorocabana(1952-1960)",Linha-tronco- km 3 (1938)
"Campinas,SP",11.08.1872,CAMPINAS,Cia.PaulistadeEstradasdeFerro(1872-1971)FEPASA(1971-1998),"Linha-troncokm 44,042 (1958)"
"Campinas,SP",15.04.1924,CAMPINAS-SOROCABANA,E.F.Sorocabana(1924-1971),"Ramal de Campinaskm 182,448             (1934)"
"Campinas,SP",1893,CAMPINAS-RFC,"RamalFérreoCampineiro(1893-1912)Cia.CampineiradeTração,LuzeForça(1912-1950)Cia.PaulistadeForçaeLuz(1950-1952)E.F.Sorocabana(1952-1960)",Ramal Ferreo Campineiro km 0 (1938)
"SãoJosédoBarreiro,SP",n/d,CAMPINHO(OSCARDEALMEIDA),E.F.Resende-Bocaina(c.1890-1928),tronco- km
"Brotas,SP",01.07.1885,CAMPOALEGRE,E.F.Rio-Clarense(1885-1888)RioClaroRailway(1888-1892)Cia.PaulistadeEstradasdeFerro(1892-1971)FEPASA(1971-1998),"Ramal de Jaúkm 15,897;Linha-tronco oestekm 190,267"
"SantoAndré,SP",01.08.1889,CAMPOGRANDE,SãoPauloRailway(1889-1947)E.F.Santos-Jundiaí(1947-1975)RFFSA(1975-1994)CPTM(1994-2002)MRS(2021-),"Linha-troncokm 34,880 (1935)"
"Jarinu,SP",15.08.1884,CAMPOLARGO,E.F.Bragantina(1884-1967),"Linha-troncokm 15,553"
"CampoLimpoPaulista,SP",01.01.1881,CAMPOLIMPO,SãoPauloRailway(1881-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-),"Linha-troncokm 127,970 (1935)"
"Cajamar,SP",n/d,CAMPOS,E.F.Perus-Pirapora(n/d-1925),E. F. Perus-Pirapora- km
"CamposdoJordão,SP",12.11.1919,CAMPOSDOJORDÃO(antigaABERNÉSSIA),E.F.CamposdoJordão(1919-),"Linha-tronco- km 42,8"
"Mongaguá,SP",n/d,CAMPOSELÍSIOS,E.F.Sorocabana(n/d-1971)FEPASA(1971-1998),Ramal de Juquiá km 135 (1986)
"Campinas,SP",14.03.1991,CAMPOSELÍSIOS,Fepasa(1991-1995),"VLT km 7,897"
"BarraBonita,SP(vejaobairro)",01.07.1899,CAMPOSSALLES,Cia.PaulistadeEstradasdeFerro(1899-1966),"Ramal de Agudos originalkm 31,387Ramal de Campos Salleskm 30,964"
"SãoSimão,SP",01.08.1888,CANAÃ(antigaSERRAAZUL),Cia.MogianadeEstradasdeFerro(1888-1964),"Linha-tronco originalkm 267,513"
"Araçatuba,SP",01.05.1909,ANHANGAÍ,E.F.NoroestedoBrasil(1909-1961),"Linha-tronco originalkm 339,815Ramal de Lussanvirakm 59,405"
"Canas,SP",28.09.1892,CANAS(antigaCUNHABARBOSA),E.F.doNorte(1892-1896)E.F.CentraldoBrasil(1896-1975)RFFSA(1975-1998),"Ramal de São Paulokm 272,330"
"SãoSimão,SP",01.05.1964,CANAÃ-NOVA(antigaE-1),Cia.MogianadeEstradasdeFerro(1964-1971)FEPASA(1971-1998),Variante Bento Quirino-Entroncamento-             km
"SãoCarlos,SP",01.10.1895,CANCHIM,Cia.PaulistadeEstradasdeFerro(1895-1962),"Ramal de Água Vermelha- km 25,252"
"Pontal,SP",14.09.1927,CÂNDIA,E.F.MorroAgudo(1929-1952)Cia.PaulistadeEstradasdeFerro(1952-1966),"Ramal de Pontal km 30,300"
"CândidoMota,SP",1916,CÂNDIDOMOTA(antigaJACU),SorocabanaRailway(1916-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-1998),"Linha-troncokm 598,826 (1924);             km 585,909 (1934); km 537,976 (1960) (*)"
"CândidoRodrigues,SP",01.09.1908,CÂNDIDORODRIGUES,E.F.Araraquara(1908-1955),"Linha-tronco originalkm 106,697"
"CândidoRodrigues,SP",1955,CÂNDIDORODRIGUES-NOVA,E.F.Araraquara(1955-1971)FEPASA(1971-1998),"Tronco novo (bitola larga)km             91,038 (1960)"
"Piracaia,SP",01.02.1914,CANEDOS,E.F.Bragantina(1914-1967),"Ramal de Piracaiakm 17,834"
"Brotas,SP",01.05.1931,CANELA,Cia.PaulistadeEstradasdeFerro(1931-1971)FEPASA(1971-1998),"Linha-tronco oestekm 219,447"
"Brotas,SP",NA,CANELA-VELHA,Cia.PaulistadeEstradasdeFerro(1897-1931),Ramal de Jaúkm
"SãoRoque,SP",24.05.1931,CANGUERA,E.F.Sorocabana(1931-1971)FEPASA(1971-1998),"Mairinque-Santoskm 10,197 (1937)"
"Aramina,SP",01.11.1904,CANINDÉ,Cia.MogianadeEstradasdeFerro(1904-1971)FEPASA(1971-1979),"Ramal de Igarapavakm 134,390             (1938)"
,10.03.1923,"CANITAR(antigaFORTUNA)MunicípiosdeChavantes,SP(1923-1993)Camitar(1993-)",E.F.Sorocabana(1923-1971)FEPASA(1971-1998),"Linha-troncokm 501,660 (1924);             km 488,858 (1934); km 440,925 (1960) (*)"
"Mococa,SP",18.03.1890,CANOAS,Cia.MogianadeEstradasdeFerro(1890-1960),"Ramal de Mococakm 70,585 (1937)"
"SãoPaulo,SP",23.09.1894,CANTAREIRA,Cia.Cantareira(1894-1941)E.F.Sorocabana(1941-1964),"Linha-troncokm 12,532 (1960)"
"LuizAntonio,SP",13.06.1911,CAPÃODACRUZ,Cia.MogianadeEstradasdeFerro(1911-1960),"Ramal de Jataíkm 47,318"
"SãoCarlos,SP",02.09.1892,CAPÃOPRETO,Cia.PaulistadeEstradasdeFerro(1892-1962),"Ramal de Água Vermelhakm 29,805"
"Serrana,SP",01.05.1928,CAPEVA(antigaMARTINÓPOLIS),E.F.SãoPaulo-Minas(1928-1971)FEPASA(1971-1998),"Ramal de Ribeirão Pretokm             42,099 (1960); km 34,565 (de Ribeirão Preto)"
"MineirosdoTietê,SP(vejaobairro)",01.07.1899,CAPIMFINO,Cia.PaulistadeEstradasdeFerro(1899-1966),"Ramal de Agudos originalkm 17,242Ramal de Campos Salleskm 16,819"
"Avanhandava,SP",25.08.1920,CAPITUVA,E.F.NoroestedoBrasil(1920-1971),"Linha-troncokm 190,109 (1949)"
"Capivari,SP",21.10.1875,CAPIVARI,Cia.Ytuana(1875-1892)Cia.UniãoSorocabanaeYtuana(1892-1907)SorocabanaRailway(1907-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-c.1990),"Ramal de Piracicabakm 191,371"
"CamposdoJordão,SP","anos 
            1980",CAPIVARI,E.F.CamposdoJordão(c.1984-),"Linha-troncokm 42,8"
"Campinas,SP",n/d,CAPOEIRAGRANDE,"RamalFérreoCampineiro(n/d-1912)Cia.CampineiradeTração,LuzeForça(1912-1950)Cia.PaulistadeForçaeLuz(1950-1952)E.F.Sorocabana(1952-1960)",Linha-troncokm 22.859 (1921); km 23 (1938)
"Mairinque,SP",03.06.1985,CAPRICÓRNIO,FEPASA(1985-1998),"Variante Boa Vista-Guaianãkm 161,233 (1994)"
"Mauá,SP",15.09.1920,CAPUAVA,SãoPauloRailway(1920-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA/CBTU(1975-1992)CPTM(1992-),"Linha-troncokm 57,570 (1935)"
"Pederneiras,SP",01.02.1939,CARAJÁS,Cia.PaulistadeEstradasdeFerro(1939-1971)FEPASA(1971-1998),"Linha-tronco oeste km 310,033"
"SãoPaulo,SP",26.12.1927,CARANDIRU,Cia.Cantareira(1927-1941)E.F.Sorocabana(1941-1965),"Ramal de Guarulhoskm 4,061 (1960)"
,1921,"CARAPICUÍBAMunicípiosdeSantanadeParnaíba(1921-1949);Barueri(1949-1963);Carapicuíba(1963-),SP",E.F.Sorocabana(1921-1971)FEPASA(1971-1996)CPTM(1994-),"Linha-troncokm 22,304 (1931)"
"EliasFausto,SP",1909,CARDEAL,SorocabanaRailway(1909-1919)E.F.Sorocabana(1919-1971)FEPASA(1971-c.1990),"Ramal de Piracicaba km 164,237"
"ParaguassuPaulista,SP",03.09.1915,CARDOSODEALMEIDA(antigaCARAMURU),E.F.Sorocabana(1915-1971)FEPASA(1971-1998),"Linha-tronco originalkm 641,473 (1924);             km 628,489 (1931) (*); km 580,556 (1960) (**)"
"Batatais,SP",1940,CARIBÊ,Cia.MogianadeEstradasdeFerro(1940-1961),"Linha do Rio Grandekm 345,206"
"Campinas,SP",12.04.1908,CARLOSBOTELHO,Cia.CarrilFunilense(1908-1921)E.F.Sorocabana(1921-1924),Linha-tronco da Funilensekm             0
"SãoPaulo,SP",02.08.1894,CARLOSDECAMPOS(antigaGUAIAÚNA),E.F.CentraldoBrasil(1894-1975)RFFSA(1975-1983)CBTU(1983-1992)CPTM(1992-2000),"Ramal de São Paulo- km             491,403"
"Campinas,SP(Vejaobairro)",01.01.1888,CARLOSGOMES(antigaMATTODENTRO),Cia.MogianadeEstradasdeFerro(1888-1929),Linha-tronco originalkm
"Campinas,SP",18.11.1929,CARLOSGOMES-NOVA,Cia.MogianadeEstradasdeFerro(1929-1971)FEPASA(1971-1977)V.F.Campinas-Jaguariúna(1977-),"Variante Guanabara-Guedeskm             26,728"
"Taquaritinga,SP",02.02.1902,CARLOSMAGALHÃES(antigaPOÇOFUNDO),E.F.Araraquara(1902-1955),"Linha-tronco original- km 71,890"
"CasaBranca,SP",14.01.1878,CASABRANCA,Cia.MogianadeEstradasdeFerro(1878-1971)FEPASA(1971-1998),"Linha-tronco originalkm 168,534Ramal de Mococakm 174,364 (1960)"
"CasaBranca,SP",1951,CASABRANCA-NOVA,Cia.MogianadeEstradasdeFerro(1951-1971)FEPASA(1971-1998),"Variante Lagoa-Tambaúkm             168,693"
"SãoPaulo,SP",28.09.1957,CASAGRANDE,EstradadeFerroSorocabana(1957-1971)FEPASA(1971-c.1979),Ramal de Jurubatuba- km
"Pontal,SP",25.03.1903,CASCALHO,Cia.PaulistadeEstradasdeFerro(1903-1970)Cia.MogianadeEstradasdeFerro(1970-1971)FEPASA(1971-1998),"Ramal de Pontalkm 6,640"
"ÁguasdaPrata,SP",01.10.1886,CASCATA,Cia.MogianadeEstradasdeFerro(1886-1971)FEPASA(1971-1998),"Ramal de Caldaskm 57,702 (1937)"
,01.01.1887,"AGUAÍ(antigaCASCAVEL)MunicípiosdeSãoJoãodaBoaVista,SP(1887-1945)Aguaí,SP(1945-)",Cia.MogianadeEstradasdeFerro(1887-1971)FEPASA(1971-1998)FCA(1999-),"Linha-tronco originalkm 124,833"
"Cubatão,SP",01.05.1896,CASQUEIRO,SãoPauloRailway(1896-1946)E.F.Santos-Jundiaí(1946-1975)RFFSA(1975-1996),"Linha-troncokm 7,000 (1935)"
"Castilho,SP",10.08.1937,CASTILHO(antigaALFREDODECASTILHO),E.F.NoroestedoBrasil(1937-1975)RFFSA(1975-1996),"Variante de Jupiákm 159,250             (1937)Linha-troncokm 426,117 (1960)"
"Catanduva,SP",01.05.1910,CATANDUVA(antigaVILLAADOLFO),E.F.Araraquara(1910-1971)FEPASA(1971-1998),"Linha-troncokm 159,949 (1933)"
